-114.07,36.99,True
-114.03,36.99,False
-113.99,36.99,True
-113.95,36.99,True
-113.91,36.99,False
-113.87,36.99,True
-113.83,36.99,True
-113.79,36.99,False
-113.75,36.99,False
-113.71,36.99,False
-113.67,36.99,True
-113.63,36.99,True
-113.59,36.99,False
-113.55,36.99,True
-113.51,36.99,False
-113.47,36.99,True
-113.43,36.99,True
-113.39,36.99,False
-113.35,36.99,True
-113.31,36.99,True
-113.27,36.99,True
-113.23,36.99,True
-113.19,36.99,True
-113.15,36.99,False
-113.11,36.99,False
-113.07,36.99,True
