ID,Lat,Lon
1058,-77.1,39.36
1059,-77.06,39.36
1060,-77.02,39.36
1061,-76.98,39.36
1062,-76.94,39.36
1063,-76.9,39.36
1064,-76.86,39.36
1065,-76.82,39.36
1066,-76.78,39.36
1067,-76.74,39.36
1068,-76.7,39.36
1069,-76.66,39.36
1070,-76.62,39.36
1071,-76.58,39.36
1072,-76.54,39.36
1073,-76.5,39.36
1074,-76.46,39.36
1075,-76.42,39.36
1076,-76.38,39.36
1077,-76.34,39.36
1078,-76.3,39.36
1079,-76.26,39.36
1080,-76.22,39.36
1081,-76.18,39.36
1082,-76.14,39.36
1083,-76.1,39.36
1084,-76.06,39.36
1085,-76.02,39.36
1086,-75.98,39.36
1087,-75.94,39.36
1088,-75.9,39.36
1089,-75.86,39.36
1090,-75.82,39.36
1091,-75.78,39.36
1110,-79.46,39.32
1111,-79.42,39.32
1112,-79.38,39.32
1113,-79.34,39.32
1114,-79.3,39.32
1115,-79.26,39.32
1153,-77.74,39.32
1154,-77.7,39.32
1155,-77.66,39.32
1156,-77.62,39.32
1157,-77.58,39.32
1158,-77.54,39.32
1159,-77.5,39.32
1160,-77.46,39.32
1161,-77.42,39.32
1162,-77.38,39.32
1163,-77.34,39.32
1164,-77.3,39.32
1165,-77.26,39.32
1166,-77.22,39.32
1167,-77.18,39.32
1168,-77.14,39.32
1169,-77.1,39.32
1170,-77.06,39.32
1171,-77.02,39.32
1172,-76.98,39.32
1173,-76.94,39.32
1174,-76.9,39.32
1175,-76.86,39.32
1176,-76.82,39.32
1177,-76.78,39.32
1178,-76.74,39.32
1179,-76.7,39.32
1180,-76.66,39.32
1181,-76.62,39.32
1182,-76.58,39.32
1183,-76.54,39.32
1184,-76.5,39.32
1185,-76.46,39.32
1186,-76.42,39.32
1187,-76.38,39.32
1188,-76.34,39.32
1189,-76.3,39.32
1190,-76.26,39.32
1192,-76.18,39.32
1193,-76.14,39.32
1194,-76.1,39.32
1195,-76.06,39.32
1196,-76.02,39.32
1197,-75.98,39.32
1198,-75.94,39.32
1199,-75.9,39.32
1200,-75.86,39.32
1201,-75.82,39.32
1202,-75.78,39.32
1203,-75.74,39.32
1221,-79.46,39.28
1222,-79.42,39.28
1223,-79.38,39.28
1224,-79.34,39.28
1225,-79.3,39.28
1267,-77.62,39.28
1268,-77.58,39.28
1269,-77.54,39.28
1270,-77.5,39.28
1271,-77.46,39.28
1272,-77.42,39.28
1273,-77.38,39.28
1274,-77.34,39.28
1275,-77.3,39.28
1276,-77.26,39.28
1277,-77.22,39.28
1278,-77.18,39.28
1279,-77.14,39.28
1280,-77.1,39.28
1281,-77.06,39.28
1282,-77.02,39.28
1283,-76.98,39.28
1284,-76.94,39.28
1285,-76.9,39.28
1286,-76.86,39.28
1287,-76.82,39.28
1288,-76.78,39.28
1289,-76.74,39.28
1290,-76.7,39.28
1291,-76.66,39.28
1292,-76.62,39.28
1293,-76.58,39.28
1294,-76.54,39.28
1295,-76.5,39.28
1296,-76.46,39.28
1297,-76.42,39.28
1298,-76.38,39.28
1299,-76.34,39.28
1300,-76.3,39.28
1301,-76.26,39.28
1302,-76.22,39.28
1303,-76.18,39.28
1304,-76.14,39.28
1305,-76.1,39.28
1306,-76.06,39.28
1307,-76.02,39.28
1308,-75.98,39.28
1309,-75.94,39.28
1310,-75.9,39.28
1311,-75.86,39.28
1312,-75.82,39.28
1313,-75.78,39.28
1314,-75.74,39.28
1332,-79.46,39.24
1333,-79.42,39.24
1334,-79.38,39.24
1380,-77.54,39.24
1381,-77.5,39.24
1382,-77.46,39.24
1383,-77.42,39.24
1384,-77.38,39.24
1385,-77.34,39.24
1386,-77.3,39.24
1387,-77.26,39.24
1388,-77.22,39.24
1389,-77.18,39.24
1390,-77.14,39.24
1391,-77.1,39.24
1392,-77.06,39.24
1393,-77.02,39.24
1394,-76.98,39.24
1395,-76.94,39.24
1396,-76.9,39.24
1397,-76.86,39.24
1398,-76.82,39.24
1399,-76.78,39.24
1400,-76.74,39.24
1401,-76.7,39.24
1402,-76.66,39.24
1403,-76.62,39.24
1404,-76.58,39.24
1405,-76.54,39.24
1406,-76.5,39.24
1407,-76.46,39.24
1408,-76.42,39.24
1409,-76.38,39.24
1410,-76.34,39.24
1413,-76.22,39.24
1414,-76.18,39.24
1415,-76.14,39.24
1416,-76.1,39.24
1417,-76.06,39.24
1418,-76.02,39.24
1419,-75.98,39.24
1420,-75.94,39.24
1421,-75.9,39.24
1422,-75.86,39.24
1423,-75.82,39.24
1424,-75.78,39.24
1425,-75.74,39.24
1443,-79.46,39.2
1444,-79.42,39.2
1492,-77.5,39.2
1493,-77.46,39.2
1494,-77.42,39.2
1495,-77.38,39.2
1496,-77.34,39.2
1497,-77.3,39.2
1498,-77.26,39.2
1499,-77.22,39.2
1500,-77.18,39.2
1501,-77.14,39.2
1502,-77.1,39.2
1503,-77.06,39.2
1504,-77.02,39.2
1505,-76.98,39.2
1506,-76.94,39.2
1507,-76.9,39.2
1508,-76.86,39.2
1509,-76.82,39.2
1510,-76.78,39.2
1511,-76.74,39.2
1512,-76.7,39.2
1513,-76.66,39.2
1514,-76.62,39.2
1515,-76.58,39.2
1516,-76.54,39.2
1517,-76.5,39.2
1518,-76.46,39.2
1519,-76.42,39.2
1523,-76.26,39.2
1524,-76.22,39.2
1525,-76.18,39.2
1526,-76.14,39.2
1527,-76.1,39.2
1528,-76.06,39.2
1529,-76.02,39.2
1530,-75.98,39.2
1531,-75.94,39.2
1532,-75.9,39.2
1533,-75.86,39.2
1534,-75.82,39.2
1535,-75.78,39.2
1536,-75.74,39.2
1602,-77.54,39.16
1603,-77.5,39.16
1604,-77.46,39.16
1605,-77.42,39.16
1606,-77.38,39.16
1607,-77.34,39.16
1608,-77.3,39.16
1609,-77.26,39.16
1610,-77.22,39.16
1611,-77.18,39.16
1612,-77.14,39.16
1613,-77.1,39.16
1614,-77.06,39.16
1615,-77.02,39.16
1616,-76.98,39.16
1617,-76.94,39.16
1618,-76.9,39.16
1619,-76.86,39.16
1620,-76.82,39.16
1621,-76.78,39.16
1622,-76.74,39.16
1623,-76.7,39.16
1624,-76.66,39.16
1625,-76.62,39.16
1626,-76.58,39.16
1627,-76.54,39.16
1628,-76.5,39.16
1629,-76.46,39.16
1634,-76.26,39.16
1635,-76.22,39.16
1636,-76.18,39.16
1637,-76.14,39.16
1638,-76.1,39.16
1639,-76.06,39.16
1640,-76.02,39.16
1641,-75.98,39.16
1642,-75.94,39.16
1643,-75.9,39.16
1644,-75.86,39.16
1645,-75.82,39.16
1646,-75.78,39.16
1647,-75.74,39.16
1713,-77.54,39.12
1714,-77.5,39.12
1715,-77.46,39.12
1716,-77.42,39.12
1717,-77.38,39.12
1718,-77.34,39.12
1719,-77.3,39.12
1720,-77.26,39.12
